Channel 0,Channel 1
-0.0008717282902168589,-0.0011799273562267602
-0.0013532978387788836,-0.001478458643217682
-0.0019905262313205524,-0.0021291349993529975
-0.001750957541758131,-0.002060899276612215
-0.0009471255427694991,-0.0011263135740732888
0.0004744774932633464,0.00018235010849099702
0.0006872923190167664,0.00044676353411152777
-0.0009301003567092254,-0.0011823643463246454
0.0005839251179365338,0.000293233157944768
0.0006471615233032644,0.00033222499951092915
0.0006471615233032644,0.0004626039697477808
-0.0005786518730364347,-0.0007095882673349408
5.857651950523418e-05,-0.0001722319507512815
-0.0001080270869417289,-0.0002173162675621554
0.0005024474417909387,0.00033588048465775684
0.0005389299833486679,0.00040777169254536656
8.897863747000848e-05,1.1760801639041724e-05
-0.000656481295026257,-0.0008753035939911258
-0.0006747225658051215,-0.000719336227726481
-0.00010437883278595598,-0.0002648375744709144
-0.0007197177003929875,-0.0008204713167887116
-4.357459685640741e-05,-0.00015517302006608596
0.0002470696508868347,0.0001043664253586746
-0.00011775576469045665,-0.0001917278715343621
-0.0002819272017002378,-0.0003233253368201562
0.0011080576316492424,0.0010950029001489578
-0.00016639915343409552,-0.00014664355472348818
-0.0004254251984939724,-0.00037693911897362784
0.00036381378387156796,0.0004516375143072979
-0.0011477795213370094,-0.0011445909998074268
7.43856208469168e-05,4.222317786260517e-05
0.00010721990824887303,3.734919766683502e-05
-0.0008936178151514963,-0.0009045474751657468
-0.0002940880488861475,-0.0002794595150582248
-0.0005895966355037535,-0.0005999237129301122
-0.001758254050069677,-0.0016015266431608783
-0.0008401100875334935,-0.0009033289801168042
-0.0005786518730364347,-0.0005962682277832847
-0.0013253278902512914,-0.001212826722548209
-0.001547871393753439,-0.0013992564650364171
9.749123050014526e-05,0.00015188773226743358
-0.0012231767738896495,-0.0011324060493180014
-0.0016062434602458057,-0.0014650551976793142
0.00043921103642420817,0.00034075446485352695
-0.000527576314855614,-0.0005219400297977899
-0.0007951149529456278,-0.0007461431188032168
-0.0010991361325933704,-0.0009764386830533564
-0.0018616212511499096,-0.0017818639104043741
-0.0006090539910012091,-0.0005792092970980892
-0.00033543492931824054,-0.0003647541684842025
-0.0012134480961409218,-0.0010653888216261619
-0.0005482497550716605,-0.0004963516337699966
-0.0011830459781761475,-0.0012116082274992663
-0.0012414180446685143,-0.0010970696928986677
-0.0009325325261464075,-0.0008679926236974706
-0.0005628427716947522,-0.0004841666832805712
-0.0017424449487279945,-0.0016563589203632927
-0.001204935503110785,-0.001106817653290208
0.0004538040530472999,0.00033222499951092915
-0.00034273143762978634,-0.00021000529726850016
-0.0010614375063170505,-0.0009666907226618162
0.0003869193935247964,0.0002907961678468829
0.00022518012595219725,0.0003090735935810209
5.068791887231442e-06,9.46184649671343e-05
-0.00015302222152959485,-5.64749211017404e-05
-0.000656481295026257,-0.0006389155544962734
-0.0008765926290912227,-0.0009520687820745058
-0.0009203716789604978,-0.0007997569009566885
0.0008380868241220467,0.0007172694349767712
-0.0012389858752313322,-0.00117017939583522
-0.0009446933733323172,-0.0009666907226618162
-0.0004643399094888835,-0.0005048810991125943
-0.00018099217005718718,-0.0002331567031984084
0.0007675539104437705,0.0007148324448788861
-0.0007075568532070777,-0.000819252821739769
-0.00036340487784583287,-0.0004061830001482488
0.0001595115511482848,6.050060359674323e-05
-0.0004801490108305661,-0.00048782216842739877
-0.00026003767676560034,-0.00024046767349206362
-0.0005239280606998411,-0.0005219400297977899
-0.0010127941175734115,-0.0011263135740732888
-0.0008753765443726318,-0.0009216064058509423
-0.00014937396737382192,-0.0003038294160370756
0.0011676457828602,0.0010352966427507736
-0.0005968931438152993,-0.0006462265247899288
-0.0009556381357996359,-0.0009605982474171035
0.0007955238589713628,0.0005905459498867472
-6.303195235386295e-05,-0.0001795429210449367
-0.0004266412832125634,-0.0005316879901893301
-0.0006613456339006208,-0.0008277822870823669
-0.0010006332703875018,-0.0010690443067729893
0.0013537067448046185,0.0010718514942190498
-0.0008315974945033569,-0.0008947995147742065
0.0008988910600515953,0.0006758406033127249
-0.0016938015599843555,-0.001872032544026122
4.155133344496058e-05,-7.109686168905085e-05
0.0008575441796195024,0.0006234453162081957
0.0014266718279200767,0.0012022304644559011
0.00022031578707783336,-8.95361419298142e-06
-0.0012268250280454223,-0.0013541721482255432
-0.0004388021303984731,-0.0005840832772938593
0.0004136732573337978,0.00018478709858888213
0.0012089926632922931,0.0009816828605973018
-0.0005154154676697044,-0.0007278656930690788
-0.00018099217005718718,-0.0004281159110292145
-0.0008121401390059012,-0.001072699791919817
-0.00039015874165483427,-0.0006705964257687795
-0.0011380508435882815,-0.0014333743264068081
-0.0015685448339694855,-0.0017623679896212933
-0.0014809867342309353,-0.001763586484670236
0.0017975776670903232,0.0013338279297416954
-0.0002928719641675565,-0.0006632854554751243
-0.002014847925692372,-0.002391111434875643
-0.0019929584007577347,-0.0022765729002750443
6.587302781678e-05,-0.00028677048535188004
0.0007906595200969989,0.0003090735935810209
-0.0013508656693417016,-0.0017002247421252239
0.0007493126396649058,0.0003224770391193889
-5.451935932372615e-05,-0.00047563721793797344
-3.506200382627061e-05,-0.0004963516337699966
-0.001167236876834465,-0.0015795937322799127
-0.0006406721936845744,-0.0011445909998074268
-0.001287629263974971,-0.0017477460490339831
0.001202912239699338,0.0005905459498867472
-0.0015831378505925771,-0.002084050682542123
-0.00029165587944896557,-0.0008436227227186199
-0.0012961418570051077,-0.0018537551182919837
-0.0007026925143327138,-0.001220137692841864
0.0004866383404492561,-0.0001368955943319479
-0.00036097270840865095,-0.000980094168200184
0.000746880470227724,2.39457521284671e-05
-0.00014694179793663998,-0.0007546725841458146
0.0012393947812570675,0.0005649575538589539
-0.0005591945175389793,-0.0011896753166183007
0.0002458535661682438,-0.00044517484171441
0.0009499666182324162,0.00019940903917619254
0.001126298902428107,0.00036390587078343514
-0.0008632156971867221,-0.0015893416926714532
0.0009669918042926898,0.0002237789401550433
0.00042826627395688946,-0.0003306363071138114
-5.938369819809004e-05,-0.0007680760296841825
0.0013707319308648921,0.000535713672684333
